Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
26,-94.38116932333756,-52.59102771846323,-49.996188731165276,-57.17563758304043,-55.617254694290416,-57.062295073332876,-55.60674841772012,-57.022085335222314,-64.65844770049408,-73.10897939871909,-71.15384615170763,-73.16308586138575,-73.1234533964336,-60.54059921994297,-97.97445362754839,-95.03208683057164,-48.83546768608473,-80.6241316699861,-91.0581859669352,-26.31904211280979,-94.91306658469249,-67.75154890485103,-100.0,-100.0,-100.0
27,-89.47608200313182,-47.1231514786471,-49.96569860546501,-57.201861929662854,-55.63079839414074,-56.996721320298555,-42.855206992541916,-44.64905957968126,-64.89105993493786,-76.67872306941808,-71.1861667716029,-72.87254377068642,-48.199065163385804,-32.305688231303485,-97.97445362754839,-89.97357341860638,-55.949973784511656,-80.6241316699861,-86.16657159028975,-45.24011846034225,-89.91724242742221,-70.8885577541476,-100.0,-100.0,-100.0
28,-89.35459377229851,-54.24381756807288,-50.13339430930525,-56.99206713520042,-55.59016727239975,-56.97049179330017,33.23395892902337,7.320270012116694,-67.89951151463899,-72.25978927384432,-70.92760180714531,-72.71962688163583,-11.78168820719685,-25.054277024400548,-97.97445362754839,-89.95847338012153,2.0145285737534664,-80.6241316699861,-88.23445521915966,-35.01738123777595,-89.8565029227275,-9.512979367871822,-100.0,-100.0,33.78306084322301
29,-89.35459377229851,-54.24381756807288,-50.072414057904716,-57.16252539898772,-55.698516959962404,-56.85245900775629,33.20685682461027,7.333377018846093,-65.20120958340365,-72.62148136540472,-71.07304460064559,-76.08379845578096,-11.822930996747061,-26.92140685941957,-97.97445362754839,-89.95847338012153,17.05234777101228,-80.6241316699861,-87.84940102606876,-43.926870097395394,-89.8565029227275,3.9447886603704063,-100.0,-100.0,53.84615377917717
30,-89.35459377229851,-36.933018514026244,-50.102904183604984,-57.188749745610146,10.923004003553146,-14.006557382609088,33.220407887917844,7.333377018846093,-65.44932930115999,-75.5307438264364,-28.005817701890557,-50.24084409349012,-17.803134445419772,-26.92140685941957,-97.97445362754839,-89.17327129726725,59.215157637498436,-80.6241316699861,-86.1095265258582,-40.57422429123849,-89.05170450231589,47.62763705129487,-100.0,-24.866322439992373,53.84615377917717
31,-89.35459377229851,-54.405368469100026,-50.04192393220444,-57.123188889795564,10.855285437731482,-14.072131135643417,33.23395892902337,7.3989121169167476,-65.44932930115999,-76.09687057721175,-31.10859727538159,-48.1764660812857,-17.761891678393624,-26.92140685941957,-97.97445362754839,-90.03397357996778,50.51299332582494,-80.6241316699861,-87.16486023887084,-43.43247071548458,-89.91724242742221,36.82064153565804,-100.0,33.3333333261875,53.84615377917717
32,-88.18526955083895,-49.75767366729233,6.044668050760947,-14.049695147698415,10.950091425443816,-14.111475404653774,33.24750999233095,7.3858051101873485,-5.419865084898731,-46.09215286341374,-30.268261147513698,-50.88309503952843,-17.349463850463778,-26.92140685941957,-97.97445362754839,-88.82597037747966,39.26458473998399,-80.6241316699861,-82.15915573336233,-39.178576035525374,-88.47467921891166,33.87185319881644,-61.39704085906184,33.3333333261875,53.84615377917717
33,-88.18526955083895,-46.77519572940721,24.872322581458064,-14.115256024995986,10.963635147484155,-14.072131135643417,33.23395892902337,7.3989121169167476,-17.96541831236545,-47.255857832367376,-31.755009699764074,-50.16438564395405,-23.7008523600402,-28.36517585965064,-97.97445362754839,-88.82597037747966,60.158765804637596,-80.6241316699861,-85.46776953815224,-26.36024206130236,-88.47467921891166,44.239667493026644,44.09597225957879,33.3333333261875,53.84615377917717
34,-81.89825360459334,-26.121535973922626,62.268465586888766,28.800891615883586,85.65720865544787,39.73770491050874,77.65431261349613,71.8985516738559,30.573001483245363,-7.768517066915052,80.00969620688542,6.583072104193292,33.53038217869924,37.006079015705836,-97.97445362754839,-82.43865344277748,46.27424548377991,-80.6241316699861,-79.50656018121798,-39.84807519916244,-82.30961962052518,32.962120619157275,58.73016268582674,50.00000001071882,53.84615377917717
35,-81.89825360459334,-19.100285815759698,62.35993598896712,28.892676839803585,99.71558205905299,39.73770491050874,77.6814147179092,71.7674814991891,26.913235639987576,-6.447554657886442,78.65223012362532,7.1182812258918915,32.04564200265658,36.33304384199715,-97.97445362754839,-82.43865344277748,46.543847817248235,-80.6241316699861,-78.93610952521972,-24.408394497986354,-82.30961962052518,32.962120619157275,58.73016268582674,50.00000001071882,53.84615377917717
36,-81.89825360459334,-20.193861059650906,62.35993598896712,28.9057890238563,99.71558205905299,39.685245899486404,77.60010840466995,71.8199095690558,27.92122197908097,-9.451171567504062,80.10665805862814,5.298570237170566,28.540005499038926,35.03039513188574,-97.97445362754839,-82.43865344277748,41.571182492786235,-80.6241316699861,-79.69195664412534,-20.61284924785471,-82.30961962052518,34.703160552103526,58.73016268582674,50.00000001071882,53.84615377917717
37,-61.92862567349802,-16.068099902063125,62.405671165028764,28.853340330611445,55.30574930926275,39.619672124964836,55.37638052132806,28.85510191100755,34.58943939695841,-8.523352732897848,24.418228848504356,7.684073722394118,15.699752529734752,-6.133304388646096,-97.97445362754839,-62.26499995132987,-12.499063874890197,-80.6241316699861,-62.29321162566384,-33.096433639415416,-62.28076835856919,-28.47619793793683,58.73016268582674,50.00000001071882,53.84615377917717
38,-24.252088075433605,-3.6659624617541198,62.37518103932851,28.9057890238563,55.30574930926275,39.659016393975236,55.43058473015424,28.763352778003537,36.23323253662194,-7.721339829739549,26.00193925249745,4.182276944094852,19.85152597203468,-4.10334347153271,-97.97445362754839,-24.87730085287741,-8.649741639265983,-80.6241316699861,-28.522532790566785,-42.00592249734731,-25.351180637643225,-23.03348756693238,58.73016268582674,50.00000001071882,53.84615377917717
39,-24.540622631437955,-10.451099795892844,62.34469091362823,28.892676839803585,55.31929303130306,39.67213115747441,55.38993156243359,28.84199488280359,29.177328061338187,-7.548356661116102,25.937297991525256,6.44544690504992,18.930437178097932,-6.220147645472466,-97.97445362754839,-24.409229805421788,-27.057590053958506,-80.6241316699861,-27.39589275519269,-19.881550161056907,-24.379318205293373,-40.820327818511174,71.4285732106637,59.99999476493636,66.15384366809852
40,-24.540622631437955,-6.312911644352198,62.268465586888766,28.879564677233873,55.31929303130306,39.63278688846404,55.41703366684666,28.80267384114083,32.837093904596,-7.548356661116102,27.18164190118037,6.735989003265445,22.202364593487246,-4.950065141108624,-97.97445362754839,-24.046798649620584,-21.33602935329788,-80.6241316699861,-28.893325725727777,-34.389082023475225,-24.379318205293373,-35.299192221134625,84.1269837150839,59.99999476493636,78.4615335372313
41,-24.540622631437955,-7.779296625389037,62.37518103932851,28.892676839803585,55.31929303130306,39.67213115747441,55.37638052132806,28.85510191100755,30.960688540651688,-8.743513138696784,27.391725926528082,3.585901072788957,18.023095965661867,-6.209292231699607,-97.97445362754839,-24.49979985364611,-16.153673344113713,-80.6241316699861,-23.60239588404214,-37.170078547145486,-24.379318205293373,-29.229080064851814,84.1269837150839,59.99999476493636,78.4615335372313
42,-24.540622631437955,-6.946688213787823,62.37518103932851,28.918901207909016,55.278661887372095,39.64590165196324,55.444135771259766,28.77645980620747,33.4884081478267,-5.897153643389075,26.793794441255457,7.91344904594844,18.930437178097932,-6.458966570620333,-97.97445362754839,-24.52999993061583,-27.671684263422996,-80.6241316699861,-20.636052472851176,-19.536500589794848,-24.379318205293373,-42.63979295213112,84.1269837150839,59.99999476493636,78.4615335372313
43,-24.540622631437955,-12.600969301816676,62.34469091362823,28.8140037999363,55.33283673115341,39.67213115747441,55.45768683456731,28.894422974144845,34.97712645436472,-6.903601198032803,29.08855850412617,5.619695710189731,19.260379426927372,-6.198436817926748,-97.97445362754839,-24.318599367087913,-23.073466651600135,-80.6241316699861,-23.34569309176362,-36.191579770236046,-24.45524258927162,-36.05207434804961,84.1269837150839,59.99999476493636,78.4615335372313
44,-24.540622631437955,-12.551261346365294,62.405671165028764,28.84022814655873,55.30574930926275,39.63278688846404,55.37638052132806,28.81578084787023,33.59696052593307,-9.05802799308168,29.153199738621296,8.402783092914618,20.002749526210735,-5.655666520564864,-97.97445362754839,-23.820298035237855,-19.958061873853076,-80.6241316699861,-26.45464917571627,-25.227243477334838,-24.45524258927162,-34.07575876168548,84.1269837150839,59.99999476493636,78.4615335372313
45,-24.79878510796327,-7.344351938839168,62.37518103932851,28.918901207909016,55.30574930926275,39.63278688846404,55.38993156243359,28.881315945940884,34.55842443541481,-9.262462644567108,27.925016177305565,4.579860841596158,18.036843547162576,-5.883630049725369,-97.97445362754839,-24.409229805421788,-22.53426196012368,-80.6241316699861,-28.280119804380178,-28.99703876482674,-24.45524258927162,-40.647792335911596,84.1269837150839,59.99999476493636,78.4615335372313
46,0.3340926472319836,-3.3428607004199478,62.405671165028764,28.866452493181157,55.3734678750844,39.685245899486404,55.45768683456731,28.82888787607419,33.410870731263955,-6.903601198032803,26.48674856416504,3.9529015954866225,21.075061851799475,-6.133304388646096,-97.97445362754839,1.079667962132362,-26.892833075121175,-80.6241316699861,-0.42783798557313446,-23.924295102143954,0.9794244760703918,-40.396831626939935,84.1269837150839,59.99999476493636,78.4615335372313
47,38.02581626015514,18.31738536164586,62.35993598896712,28.853340330611445,55.31929303130306,39.619672124964836,55.45768683456731,28.82888787607419,32.91463129575128,-10.095927030587376,24.595992256604504,3.7541096467359694,24.27825129211314,-7.750759884744397,-97.97445362754839,41.0343436924647,-3.901744942387481,-80.6241316699861,37.53565316234902,-8.824513981727037,40.79413863889634,-12.979374152512136,84.1269837150839,59.99999476493636,78.4615335372313
48,62.2627183176199,7.0088231652280655,62.42091624036766,28.945125554531444,55.292205609412406,39.64590165196324,55.45768683456731,28.750245749799575,28.619058702738315,-8.224563607061398,22.62443439268651,3.4176924988419444,25.515534775902708,-7.121146330556144,-97.97445362754839,64.92263723218456,-3.377518169232502,-80.6241316699861,63.71933827851062,-15.59675551782978,65.28737377477931,-16.257548424697518,84.1269837150839,59.99999476493636,78.4615335372313
49,87.1981776806055,17.658754824664598,62.37518103932851,44.49616469137422,55.278661887372095,50.439344254914744,55.47123787567284,50.27197064196105,31.61200278388239,22.660795732508888,25.468649001719967,17.440171261860044,25.40555403380091,18.334780718872125,-97.97445362754839,90.33600458751972,-0.2171796610607828,-80.6241316699861,91.21505988594397,-11.796060270445057,91.01055348928715,-6.077954668640658,84.1269837150839,59.99999476493636,78.4615335372313
50,87.1981776806055,23.82254256296052,62.34469091362823,71.88749754203346,66.31678745060307,71.9213114817475,66.488244462999,71.7674814991891,28.83616345895102,46.8941657382305,38.396897224599286,44.70525269282237,40.78911190071172,42.010421190107735,-97.97445362754839,91.24200699557083,9.982775403010024,-80.6241316699861,84.92584140502349,-9.81846274280177,91.32943586218953,-4.744725897410248,84.1269837150839,59.99999476493636,78.4615335372313
51,87.1981776806055,29.327699764275167,94.81667810642614,82.63948075286262,73.14281845494062,93.82295081824623,73.19601598240101,92.94842389426785,79.04939133036152,61.000157257556026,45.475113116696804,88.71473354497437,49.340115477564666,70.7229700237073,-97.97445362754839,91.84600858444493,2.463865804380603,-80.6241316699861,87.74957216681842,-17.831852722496905,91.63313339810252,-17.057485692575426,84.1269837150839,59.99999476493636,78.4615335372313
52,87.1981776806055,29.389834713679406,94.90814850850444,93.40457614774448,73.06155618926866,93.3639344395699,73.16891387798793,93.28920636987601,77.57618049189156,81.28636579050533,45.846800254759415,78.33167673434497,49.340115477564666,71.53712548753565,-97.97445362754839,90.45680492013851,3.3475623473134135,-80.6241316699861,91.52880776134656,-9.983262536772042,91.20795686772745,-10.469767062795526,84.1269837150839,59.99999476493636,78.4615335372313
53,87.1981776806055,28.706350188792413,94.7709429303645,93.31279092382445,73.12927473290029,93.3770491815819,73.1553628368824,93.24988532821325,71.62130726573955,82.08837866789858,45.49127343855912,77.75059256296785,49.931262022671945,71.09205384298745,-97.97445362754839,92.81241114643542,3.16782745015459,-80.6241316699861,81.61722761191642,-21.792197775036563,91.22314172959578,-6.893576966373956,84.1269837150839,59.99999476493636,78.4615335372313
54,87.1981776806055,28.64421523938816,94.90814850850444,93.39146396369176,73.07509988911897,93.27213115953717,73.25022019122719,93.21056426507593,71.3421725864396,78.83314986962,45.57207499491656,80.91597216831923,48.21281275840096,72.63352147824678,-97.97445362754839,90.48700499710823,0.21717965124486227,-80.6241316699861,82.31600114626728,-16.791554019895393,91.04092323790265,-10.391341862121834,84.1269837150839,59.99999476493636,78.4615335372313
55,87.1981776806055,29.84963340849508,94.87765835782668,93.29967873977174,73.11573103304997,93.3639344395699,73.20956704570858,93.18435023014257,75.49817786521007,75.86098444286438,46.380090505536884,84.61656089536916,50.81110804958257,69.12722535515472,-97.97445362754839,92.48021027502863,1.5801692369079916,-80.6241316699861,83.8277238995286,-20.484099409342797,91.39017538429947,-9.936475559443053,84.1269837150839,59.99999476493636,78.4615335372313
56,87.1981776806055,29.352553752180896,94.7709429303645,93.36523961706934,73.11573103304997,93.3639344395699,73.20956704570858,93.15813619520924,74.04047452021567,78.28274885512263,49.75759536534781,79.86084564990472,49.175144341887915,71.73252279316308,-97.97445362754839,90.66820548366643,-7.975735805595164,-80.6241316699861,90.37364517272759,-6.810866498625394,91.66350314671804,-22.845267028779034,84.1269837150839,59.99999476493636,78.4615335372313
57,87.1981776806055,31.166894502817684,94.87765835782668,93.40457614774448,73.07509988911897,93.3245901705595,73.1553628368824,93.15813619520924,74.56772891727195,81.38072023909129,46.12152554107931,83.51555930222221,49.03766841426065,73.6756404534501,-97.97445362754839,92.94831152990899,3.617164680781741,-80.6241316699861,81.41756987939634,-21.37504829285779,91.05610809977095,-9.293388744309311,84.1269837150839,59.99999476493636,78.4615335372313
58,87.1981776806055,29.57623960261229,94.80143305606475,93.23411788395717,73.07509988911897,93.48196722511378,73.20956704570858,93.28920636987601,75.04846088471655,78.4714577780596,47.6082740933297,80.8700971186407,47.82788011599655,69.91966999143732,-97.97445362754839,90.16990415181637,-4.935220545836131,-80.6241316699861,82.58699372127207,-18.84640145570848,91.26869636495847,-11.144223989036817,84.1269837150839,59.99999476493636,78.4615335372313
59,87.1981776806055,28.383248407098165,94.83192318176503,93.33901527044691,73.11573103304997,93.48196722511378,73.2773223178423,93.3285274330133,74.98643096162931,83.99119357428651,45.83063995937417,78.08700971086188,48.36403629005295,70.78810247077344,-97.97445362754839,91.84600858444493,2.0145285737534664,-80.6241316699861,88.24871647475304,-8.92751385084902,91.51165437876152,-15.881107348390842,84.1269837150839,59.99999476493636,78.4615335372313
60,87.1981776806055,31.440288308700474,94.89290343316557,93.32590310787717,73.10218731100963,93.3639344395699,73.1553628368824,93.38095550288003,74.53671395572835,79.5879855356028,49.51519069627551,81.66526493869725,50.27495187552617,72.3404255198056,-97.97445362754839,90.71350558675105,-13.247959275628645,-80.6241316699861,91.25781516297614,-13.011458753085265,91.19277198098025,-21.245392518721587,84.1269837150839,59.99999476493636,78.4615335372313
61,87.1981776806055,29.37740774008661,94.86241330746529,93.28656657720202,73.02092504533763,93.35081967607067,73.19601598240101,93.24988532821325,74.00945955867206,83.44079258555419,48.771816420150316,81.95580703691274,51.141050320936074,72.98089446998121,-97.97445362754839,92.70671088941138,3.2726728047855858,-80.6241316699861,88.54820307353314,-18.470451926241154,90.98018371579273,-6.1877499804218985,84.1269837150839,59.99999476493636,78.4615335372313
62,87.1981776806055,30.84379272112345,94.80143305606475,93.47013702504202,73.15636217698096,93.46885246161457,73.23666915012166,93.38095550288003,71.90044197044696,77.77952507780077,47.36586942425737,85.16706171699653,48.63898816783151,70.48415109855945,-97.97445362754839,90.56250520190245,-9.862952139873457,-80.6241316699861,82.57273244464962,-21.591348025607935,91.420545132915,-20.86895144241491,84.1269837150839,59.99999476493636,78.4615335372313
63,87.1981776806055,30.01118428916216,94.87765835782668,93.29967873977174,73.04801246722832,93.40327868709306,73.22311808681411,93.17124320193864,73.24959293733497,81.33354300191579,49.838396895228215,78.16346816039797,50.82485565360733,70.73382543748015,-97.97445362754839,92.31410983932527,-5.489403131094264,-80.6241316699861,83.95607529566787,-12.913608872778617,91.1320324837492,-15.865422318535451,84.1269837150839,59.99999476493636,78.4615335372313
64,87.1981776806055,27.277246189614175,94.7709429303645,93.20789351585177,73.04801246722832,93.41639345059224,73.16891387798793,93.23677830000929,74.92440101313466,78.707343912407,45.52359405580668,85.8398960127846,48.817706907532994,73.70820667698318,-97.97445362754839,91.0004063550732,-18.50520482734064,-80.6241316699861,90.28807758308999,-10.549761829599575,91.54202412737705,-32.72684496059968,84.1269837150839,59.99999476493636,78.4615335372313
